[DEBUG] 2020-02-17 16:49:57.645 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-02-17 16:49:57.649 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-02-17 16:49:57.651 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-02-17 16:49:57.737 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-02-17 16:49:57.739 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-02-17 16:49:58.018 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-02-17 16:49:58.236 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-02-17 16:49:58.257 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-02-17 16:49:58.258 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-02-17 16:49:58.282 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-02-17 16:49:58.326 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2f6bcf87
[DEBUG] 2020-02-17 16:49:58.326 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2f6bcf87
[DEBUG] 2020-02-17 16:49:58.326 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@2f6bcf87
[DEBUG] 2020-02-17 16:49:58.327 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@1e6b9a95
[DEBUG] 2020-02-17 16:49:58.327 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@4cee7fa0
[DEBUG] 2020-02-17 16:49:58.328 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@4e2c95ee
[DEBUG] 2020-02-17 16:49:58.328 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@14faa38c
[DEBUG] 2020-02-17 16:49:58.329 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@14faa38c
[DEBUG] 2020-02-17 16:49:58.329 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@14faa38c
[DEBUG] 2020-02-17 16:49:58.329 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@5baaae4c
[DEBUG] 2020-02-17 16:49:58.329 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@5baaae4c
[DEBUG] 2020-02-17 16:49:58.329 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@5baaae4c
[DEBUG] 2020-02-17 16:49:58.330 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@72ab05ed
[DEBUG] 2020-02-17 16:49:58.330 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@72ab05ed
[DEBUG] 2020-02-17 16:49:58.330 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@72ab05ed
[DEBUG] 2020-02-17 16:49:58.330 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@6b7d1df8
[DEBUG] 2020-02-17 16:49:58.331 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@6b7d1df8
[DEBUG] 2020-02-17 16:49:58.331 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@6b7d1df8
[DEBUG] 2020-02-17 16:49:58.331 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@23eee4b8
[DEBUG] 2020-02-17 16:49:58.331 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@23eee4b8
[DEBUG] 2020-02-17 16:49:58.331 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@23eee4b8
[DEBUG] 2020-02-17 16:49:58.332 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@23cd4ff2
[DEBUG] 2020-02-17 16:49:58.332 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@23cd4ff2
[DEBUG] 2020-02-17 16:49:58.332 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@23cd4ff2
[DEBUG] 2020-02-17 16:49:58.332 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@12477988
[DEBUG] 2020-02-17 16:49:58.332 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@12477988
[DEBUG] 2020-02-17 16:49:58.332 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@12477988
[DEBUG] 2020-02-17 16:49:58.333 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@22101c80
[DEBUG] 2020-02-17 16:49:58.333 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@22101c80
[DEBUG] 2020-02-17 16:49:58.333 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@267bbe1a
